Header|Theme|Variables
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|C_aatab19 -
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ATAB20 - cover of burning and fuel as well as electrical energy and district heating
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab21 - effort for rents
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab22 - effort for operating leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab23 - Expucture for financing leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab24 - Taxes and levies (without VAT, EST, KST, HR -dependent taxes, tariffs, import taxes)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab25 - property taxes (insurance and fire protection tax) - live
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab26 - Depreciation on property systems and intangible assets
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab27 - Other operational expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv1 - warehouse at the end of the previous year - burning and fuel
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb1 - Start of reporting year - burning and fuel
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv2 - warehouse at the end of the previous year - raw - auxiliary and operating materials
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb2 - Start of reporting year - raw and operating substances
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv3 - warehouse at the end of the previous year - merchandise
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb3 - warehouse at the end of reporting year - merchandise
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv4 - camp at the end of the previous year - unfinished products
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb4 - Start of reporting year - unfinished products
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv5 - camp at the end of the previous year - finished products
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb5 - Start of reporting year - finished products
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerv6 - warehouse at the end of the previous year - total
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lagerb6 - Start of reporting year - total
